Griyadi Blue Pacific;ada
H Hotel Senen;ada
Happy Inn;ada
Hariston Hotel & Suites;ada
Harlys Residence Jakarta;ada
Harper M.T Haryono;ada
Harris Hotel & Conventions Kelapa Gading;ada
Harris Suite Fx Sudirman;ada
Harris Tebet;ada
Harris Vertu Hotel Harmoni;ada
Harvia Suites;ada
Heef Hotel;ada
Hi Hotel Senen;ada
Holiday Inn Express Jakarta International Expo;ada
Holiday Inn Express Jakarta Matraman;ada
Holiday Inn Express Jakarta Pluit Citygate;ada
Holiday Inn Express Jakarta Thamrin;ada
Holiday Inn Express Jakarta Wahid Hasyim;ada
Holiday Inn Hotel and Suites Jakarta Gajah Mada;ada
Holiday Inn Jakarta Kemayoran;ada
Hollywood jakarta Hotel;ada
Home 2;ada
Home Inn Executive Residence;ada
Horison Ciledug;ada
Hotel 55;ada
Hotel 88 Fatmawati;ada
Hotel 88 Grogol;ada
Hotel 88 Jakarta Mangga Besar 120;ada
Hotel 88 Kedoya;ada
Hotel 88 Mangga Besar;ada
Hotel 88 Mangga Besar 120;ada
Hotel 88 Mangga Besar 62;ada
Hotel 88 Tendean;ada
Hotel Agraha;ada
Hotel Amaris Slipi Jakarta;ada
Hotel Antara;ada
Hotel Balairung;ada
Hotel Bunga Bunga;ada
Hotel Cipta 2 Mampang;ada
Hotel Dafam Enkadeli Thamrin Jakarta Syariah;ada
Hotel Dafam Teraskita Jakarta;ada
Hotel Des Indes Menteng;ada
Hotel Fiducia Kaji;ada
Hotel Fiducia Otista 153;ada
Hotel Gran Mahakam Jakarta;ada
Hotel Ibis Jakarta Harmoni;ada
Hotel Indonesia Kempinski;ada
Hotel Kaisar Jakarta;ada
Hotel Kartika Chandra;ada
Hotel Maharadja;ada
Hotel Maharani;ada
Hotel Marcopolo;ada
Hotel Mega Cikini;ada
Hotel Melawai 1 Jakarta;ada
Hotel Melawai 2;ada
Hotel Menara Peninsula;ada
Hotel Mulia Senayan;ada
Hotel NEO Mangga Dua Square;ada
Hotel NEO+ Kebayoran;ada
Hotel RO&VI Boutique;ada
Hotel Samala;ada
Hotel Santika Premiere Hayam Wuruk Jakarta;ada
Hotel Santika Premiere Slipi Jakarta;ada
Hotel Senen Indah;ada
Hotel Surya Baru;ada
Hotel Surya Jakarta;ada
Hotel Zia Shiro I Shika;ada
House of Arsonia - Arsonia Orchid;ada
House of Arsonia Flamboyant;ada
House of Arsonia Tondano;ada
House Of Arsonia Tulip;ada
Ibis Budget Daan Mogot;ada
Ibis Budget Jakarta Cikini (Formule 1 Cikini);ada
Ibis Budget Jakarta Menteng (Ex. Formule 1 Menteng);ada
Ibis Budget Jakarta Tanah Abang;ada
Ibis Jakarta Arcadia;ada
Ibis Jakarta Cawang;ada
Ibis Jakarta Senen;ada
Ibis Kemayoran;ada
Ibis Mangga Dua;ada
Ibis Slipi;ada
Ibis Styles Jakarta Mangga Dua;ada
Ibis Styles Jakarta Sunter;ada
Ibis Tamarin;ada
Illigals Hotel & Club;ada
InterContinental Jakarta Pondok Indah;ada
Intercontinental MidPlaza;ada
Jakarta Airport (Ex. Quality Airport);ada
Jakarta Madrix;ada
Jambuluwuk Thamrin Hotel;ada
Jayakarta Hotel & Spa;ada
Joe Hotel;ada
Josephine Guest House;ada
JS Luwansa Hotel;ada
Juno Wahid Hasyim;ada
JW Marriott Jakarta;ada
Kantos Guest House;ada
Kawanua Aerotel (Asana Kawanua);ada
Kchrysant Hotel;ada
Kemang Icon by Alila;ada
Keraton at The Plaza;ada
Kosenda Hotel;ada
Kristal Hotel;ada
Kuretakeso Kemang Hotel;ada
Kyriad Fatmawati Jakarta;ada
Kyriad Metro Cipulir;ada
Lautze Indah Hotel;ada
Lavenue Apartment Pancoran;ada
Le Grandeur Mangga Dua;ada
Le Green Hotel & Suites Kuningan;ada
Le Green Penjernihan;ada
Le Green Poso;ada
Le Green Suite Gatot Subroto;ada
Le Green Suite Pejompongan;ada
Le Green Suite Senayan;ada
Le Green Suite Setiabudi;ada
Le Green Suite Supomo;ada
Le Green Suite Tebet;ada
Le Green Suite Tondano;ada
Le Meridien Jakarta;ada
LeGreen Hotel & Suites Kuningan;ada
LeGreen Suite Gatot Subroto;ada
LeGreen Suite Kuningan;ada
LeGreen Suite Penjernihan;ada
LeGreen Suite Senayan;ada
LeGreen Suite Supomo;ada
LeGreen Suite Tondano;ada
Liberta Hotel Kemang;ada
Liberta Hub Blok M Jakarta;ada
Liberty Hotel Thamrin;ada
LITEROOMS KEBAGUSAN CITY;ada
Little Amaroossa Residence;ada
Losari Blok M;ada
Losari Blok M 2;ada
Losari Roxy Hotel;ada
Luminor Hotel Jakarta Kota;ada
Luminor Pecenongan Jakarta;ada
Lumire Hotel & Convention Center;ada
Lynt Hotel Jakarta;ada
M Hotel;ada
M Hotel Jakarta;ada
M Hotel Jakarta;ada
M Residence Menteng;ada
Magnolia Hotel;ada
Magnolia Jakarta;ada
Mandarin Oriental Jakarta;ada
Manggis Inn;ada
Manhattan Hotel;ada
Mansion 28 at Dharmawangsa;ada
Maple Hotel;ada
Marina Ancol Apartement;ada
Maven at Cilandak;ada
Maven Buncit Hotel;ada
Maven Fatmawati Hotel;ada
Maven Gloria Suites;ada
MAVEN Gunung Sahari;ada
Maven Moi Suites;ada
MaxOne Glodok Jakarta;ada
Maxone Hotel Kramat Jakarta;ada
MaxOne Platinum Hayam Wuruk;ada
MaxOne Sabang;ada
MaxOneHotels.com @ Pemuda;ada
Mega Anggrek Hotel and Convention;ada
Mega Matra Hotel;ada
Mega Proklamasi;ada
Menteng 1;ada
Menteng Park Exclusive Emerald Tower;ada
Mercure Convention Center Ancol;ada
Mercure Jakarta Cikini;ada
Mercure Jakarta Kota;ada
Mercure Jakarta Sabang;ada
Mercure Jakarta Simatupang;ada
Mercure Pantai Indah Kapuk;ada
Merlynn Park Hotel Jakarta;ada
Midtown Residence Simatupang Jakarta;ada
Millennium Hotel Sirih Jakarta;ada
MK House SCBD;ada
Monopoli Hotel;ada
Morrissey Hotel Banquet Hall 2;ada
My Hotel;ada
N1 Hotel Jakarta;ada
N2 Hotel Jakarta;ada
N3 Hotel Jakarta;ada
NAM Hotel;ada
Neo Melawai;ada
Neo Puri Indah;ada
Neo Tendean;ada
New Green Bamboo Residence;ada
Nite & Day Hotel Jakarta - Roxy;ada
Nomad Hostel Kemang;ada
Novotel Gajah Mada;ada
Novotel Mangga Dua;ada
Oak Tree Urban Mahakam;ada
Oakwood Premier Cozmo;ada
Oakwood Suites La Maison;ada
Oasis Amir Hotel Jakarta;ada
Oktroi Plaza;ada
Olympic Hotel Jakarta;ada
Orchardz Industri;ada
Orchardz Jayakarta;ada
Oria Hotel;ada
OYO 116 N Hotel;ada
OYO 136 Manggis Inn;ada
OYO 919 Hotel Kalisma Syariah;ada
Ozone Hotel Jakarta;ada
P Hotel Jakarta;ada
Paragon Gallery Hotel Jakarta;ada
Park 5 Simatupang;ada
Park Hotel;ada
Patra Jasa Jakarta Hotel;ada
Pax Hotel;ada
Pejaten Valley Residence;ada
Permata Bandara Hotel;ada
Pesona Guest House Jakarta;ada
PINX'S HOSTEL;ada
Pitagiri Hotel;ada
Pomelotel Patra Kuningan;ada
Pondok Labu Residence;ada
Pondok Putri Duyung Ancol;ada
Pop Hotel Kelapa Gading Jakarta;ada
POP Hotel Kemang;ada
POP Hotel Tebet;ada
POP Kemang;ada
POP! Hotel Pasar Baru Jakarta;ada
Posto Dormire Hotel;ada
Prasada Mansion;ada
Prima Indah Bungur;ada
Pullman Jakarta Central Park;ada
Pullman Jakarta Indonesia;ada
Puri Casablanca Serviced Apartment;ada
Puri Denpasar Hotel Jakarta;ada
Puri Mega Hotel;ada
Quds Express Hotel;ada
Ra Hotel and Residence;ada
Ra Residence;ada
Raffles Jakarta;ada
Rasuna Icon Private;ada
Rasuna Mansion;ada
Ravarine Suite Apartment;ada
Red Planet Hotel Pasar Baru;ada
RedDoorz @ Fatmawati Raya;ada
RedDoorz @ Karet Pedurenan;ada
RedDoorz @ Pemuda;ada
RedDoorz @ Petojo;ada
RedDoorz @ Pulomas;ada
RedDoorz Near Asemka;ada
RedDoorz Plus @ Karet Setiabudi;ada
Redstar Hotel Jakarta;ada
Redtop Hotel and Convention Center;ada
Rensa Hotel Jakarta;ada
Rivoli Senen Jakarta;ada
Rota International Hotel;ada
Royal City Hotel;ada
Royal Kuningan Hotel;ada
Royal Regal Hotel Jakarta;ada
Rumah Shinta;ada
Safin Inn Cipete;ada
Sahati Hotel;ada
Sampit Residence;ada
Sanno Hotel Jakarta;ada
Santika Kelapa Gading;ada
Santika TMII;ada
Sare Jakarta;ada
Sare Suites;ada
Sari Pan Pacific Jakarta;ada
Sawana suite;ada
Sentral Jakarta;ada
Shakti Capsule Hotel Jakarta;ada
SHAKTI HOTEL JAKARTA;ada
Shalva Jakarta;ada
ShangriLa Jakarta;ada
Sheraton Bandara Hotel;ada
Sheraton Jakarta Gandaria City;ada
Simple Inn Wahid Hasyim;ada
Smart Hotel Thamrin Jakarta;ada
Sofyan Hotel Betawi;ada
Sofyan Hotel Cut Meutia;ada
Sofyan Hotel Soepomo;ada
Somerset Berlian Jakarta (Apartment);ada
Somerset Grand Citra (Apartment);ada
Sotis Hotel;ada
Sotis Residence Pejompongan;ada
Sparks Hotel;ada
Sriwijaya Hotel Jakarta;ada
Studio One;ada
Sun City Jakarta;ada
Sunbreeze Senayan;ada
Sunlake Hotel;ada
Swiss Bellin Airport Jakarta;ada
Swiss Belresidence Rasuna Epicentrum;ada
Swiss-Belhotel Mangga Besar Jakarta;ada
Swiss-Belhotel Pondok Indah;ada
Swiss-Belinn Kemayoran Jakarta;ada
Swiss-Belinn Simatupang;ada
Swiss-Belresidences Kalibata;ada
T Hotel Jakarta;ada
Take's Mansion Apartments;ada
Teduh Hostel Kota Tua;ada
Thamrin Condotel Hotel;ada
The 1O1 Jakarta Sedayu Darmawangsa;ada
The Acacia Hotel & Resort;ada
The Akmani Hotel;ada
The Aryaduta Jakarta;ada
The Aryaduta Suites Hotel Semanggi;ada
THE ASCOTT JAKARTA (Apartment);ada
The Bellevue Suites, Jakarta;ada
The Bellezza GP Suites (Apartment);ada
The BnB Kelapa Gading;ada
The Dharmawangsa Hotel;ada
The Falatehan Hotel;ada
The Gloria Suites Jakarta;ada
The Grove Suites Jakarta;ada
The Gunawarman;ada
The Hermitage Jakarta;ada
The Mayflower Jakarta (Apartment);ada
The Media Hotel Dan Towers;ada
The Nyaman Jakarta;ada
The Packer Lodge;ada
The Park Lane Jakarta;ada
The Plaza Hotel Glodok;ada
The Radiant Wisma;ada
The Ritz Carlton Hotel Pacific Place;ada
The Ritz Carlton Mega Kuningan Jakarta;ada
The Sultan Hotel & Residence;ada
The Westin Jakarta;ada
Travellers Hotel Jakarta;ada
Treva International;ada
Triniti Hotel;ada
Twin Plaza ( Ex. Park Plaza Hotel);ada
Twins Mangga Dua Hotel;ada
U Stay Tebet;ada
Upscale Suites;ada
V Hotel Jakarta;ada
V Residence Jakarta;ada
Veranda Hotel @Pakubuwono;ada
Veranda Serviced Residence at Puri;ada
Verse Lite Jakarta;ada
Verse Luxe Wahid Hasyim;ada
W Home Cipete;ada
W Home Cipete Selatan;ada
W Home Kebayoran Baru;ada
White Tree Residence;ada
Whiz Hotel Cikini Jakarta;ada
Whiz Hotel Falatehan Jakarta;ada
Whiz Prime Kelapa Gading;ada
Win Hotel Panglima Polim Jakarta;ada
Win Premier Mangga Besar;ada
Wisma Bumi Asih Jakarta (Bumi Asih Jaya Group Hotel);ada
World Hotel Jakarta;ada
Yello Hotel Harmoni;ada
Yello Hotel Manggarai;ada
Zahabi Hotel Jakarta Simatupang;ada
ZEN Premium Menteng Gondangdia;ada
ZEN Rooms Cengkareng;ada
ZEN Rooms Cideng Barat;ada
ZEN Rooms Cipete;ada
ZEN Rooms Kampung Bali Tanah Abang (ZEN Rooms Green Apple);ada
ZEN Rooms Karet Tengsin;ada
ZEN Rooms Kuningan Syariah;ada
ZEN Rooms Mampang Prapatan;ada
Zen Rooms Mangga Dua Jayakarta;ada
ZEN Rooms Palmerah Barat;ada
ZEN Rooms Pancoran;ada
ZEN Rooms Pluit Bandengan;ada
ZEN Rooms Setiabudi;ada
ZEN Rooms Soepomo 100;ada
ZenRooms Bandengan Selatan;ada
ZenRooms Blok M Palatehan;ada
ZenRooms Kuningan Karet;ada
ZenRooms Tebet Gudang Peluru;ada
Zodiak MT Haryono;ada
Zuri Express Mangga Dua;ada
